,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
213,50.0,-15,-6.0,1032.0,NE,3.13,0,0
214,47.0,-15,-8.0,1033.0,cv,0.45,0,0
215,66.0,-15,-8.0,1033.0,cv,0.9,0,0
216,75.0,-15,-11.0,1033.0,NW,0.89,0,0
217,82.0,-17,-13.0,1033.0,NW,1.78,0,0
218,66.0,-17,-12.0,1033.0,NW,4.91,0,0
219,83.0,-17,-13.0,1033.0,NW,8.04,0,0
220,62.0,-19,-14.0,1032.0,NW,9.83,0,0
221,40.0,-18,-13.0,1032.0,NW,12.96,0,0
222,23.0,-19,-13.0,1032.0,NW,16.09,0,0
223,25.0,-19,-14.0,1033.0,NW,19.22,0,0
224,27.0,-19,-14.0,1034.0,NW,22.35,0,0
225,35.0,-17,-12.0,1033.0,NW,24.14,0,0
226,50.0,-16,-7.0,1033.0,NE,4.02,0,0
227,70.0,-15,-7.0,1033.0,NW,3.13,0,0
228,75.0,-15,-7.0,1032.0,NW,6.26,0,0
229,58.0,-14,-6.0,1031.0,NW,9.39,0,0
230,70.0,-14,-6.0,1031.0,NW,12.52,0,0
231,68.0,-13,-5.0,1030.0,NW,14.31,0,0
232,71.0,-14,-5.0,1031.0,NW,16.1,0,0
233,88.0,-14,-6.0,1031.0,NW,19.23,0,0
234,84.0,-13,-7.0,1032.0,NW,23.25,0,0
235,83.0,-15,-6.0,1032.0,NW,27.27,0,0
236,66.0,-15,-6.0,1033.0,NW,30.4,0,0
237,27.0,-15,-4.0,1034.0,NW,35.32,0,0
238,24.0,-16,-4.0,1034.0,NW,44.26,0,0
239,22.0,-17,-5.0,1035.0,NW,52.31,0,0
240,23.0,-17,-6.0,1035.0,NW,60.36,0,0
241,27.0,-17,-8.0,1035.0,cv,0.89,0,0
242,23.0,-19,-11.0,1036.0,NW,4.02,0,0
243,17.0,-20,-11.0,1036.0,NW,8.94,0,0
244,17.0,-21,-11.0,1035.0,NE,4.02,0,0
245,16.0,-22,-12.0,1035.0,NW,3.13,0,0
246,16.0,-22,-12.0,1035.0,NE,4.92,0,0
247,20.0,-22,-13.0,1036.0,NW,5.81,0,0
248,20.0,-22,-9.0,1036.0,NW,13.86,0,0
249,18.0,-22,-10.0,1036.0,NW,21.91,0,0
250,25.0,-22,-9.0,1036.0,NW,29.06,0,0
251,26.0,-21,-9.0,1036.0,NW,33.08,0,0
252,27.0,-20,-6.0,1035.0,NW,42.02,0,0
253,28.0,-19,-5.0,1034.0,NW,50.96,0,0
254,15.0,-19,-5.0,1033.0,NW,59.01,0,0
255,24.0,-20,-5.0,1033.0,NW,66.16,0,0
256,13.0,-20,-5.0,1032.0,NW,71.97,0,0
257,13.0,-20,-5.0,1033.0,NW,76.89,0,0
258,13.0,-20,-7.0,1033.0,NW,81.81,0,0
259,17.0,-22,-7.0,1033.0,NW,85.83,0,0
260,20.0,-22,-8.0,1033.0,NW,89.85,0,0
261,27.0,-23,-10.0,1033.0,NW,91.64,0,0
262,20.0,-23,-13.0,1033.0,NW,93.43,0,0
263,15.0,-22,-12.0,1032.0,cv,0.89,0,0
264,21.0,-22,-15.0,1031.0,cv,1.78,0,0
265,21.0,-22,-14.0,1031.0,NE,1.79,0,0
266,37.0,-22,-14.0,1031.0,NW,0.89,0,0
267,26.0,-24,-18.0,1030.0,NE,1.79,0,0
268,15.0,-24,-13.0,1030.0,NE,3.58,0,0
269,9.0,-25,-14.0,1030.0,NW,3.13,0,0
270,11.0,-24,-14.0,1030.0,NW,7.15,0,0
271,11.0,-25,-12.0,1030.0,NW,12.96,0,0
272,16.0,-26,-14.0,1030.0,NW,16.98,0,0
273,13.0,-25,-12.0,1031.0,NW,21.0,0,0
274,15.0,-25,-11.0,1031.0,NW,26.81,0,0
275,21.0,-24,-11.0,1030.0,NW,35.75,0,0
276,24.0,-23,-11.0,1029.0,NW,47.82,0,0
277,22.0,-22,-11.0,1029.0,NW,63.02,0,0
278,22.0,-23,-11.0,1029.0,NW,75.98,0,0
279,22.0,-22,-11.0,1029.0,NW,88.05,0,0
280,19.0,-23,-11.0,1030.0,NW,101.01,0,0
281,23.0,-24,-11.0,1030.0,NW,109.06,0,0
282,25.0,-24,-11.0,1032.0,NW,118.0,0,0
283,25.0,-23,-11.0,1032.0,NW,126.05,0,0
284,31.0,-23,-12.0,1032.0,NW,134.1,0,0
285,25.0,-24,-12.0,1033.0,NW,142.15,0,0
286,22.0,-23,-12.0,1033.0,NW,150.2,0,0
287,22.0,-23,-12.0,1034.0,NW,160.03,0,0
288,15.0,-24,-12.0,1034.0,NW,169.86,0,0
289,16.0,-24,-12.0,1033.0,NW,178.8,0,0
290,11.0,-25,-12.0,1033.0,NW,189.98,0,0
291,11.0,-24,-13.0,1033.0,NW,198.03,0,0
292,12.0,-25,-12.0,1032.0,NW,205.18,0,0
293,11.0,-25,-12.0,1033.0,NW,215.01,0,0
294,12.0,-25,-12.0,1032.0,NW,226.19,0,0
295,27.0,-25,-12.0,1032.0,NW,235.13,0,0
296,28.0,-25,-12.0,1032.0,NW,243.18,0,0
297,34.0,-23,-11.0,1033.0,NW,252.12,0,0
298,33.0,-23,-10.0,1033.0,NW,257.93,0,0
299,36.0,-22,-9.0,1033.0,NW,263.74,0,0
300,26.0,-21,-8.0,1031.0,NW,270.89,0,0
301,49.0,-21,-6.0,1030.0,NW,278.94,0,0
302,52.0,-20,-5.0,1029.0,NW,286.99,0,0
303,47.0,-22,-5.0,1028.0,NW,294.14,0,0
304,47.0,-21,-5.0,1028.0,NW,299.06,0,0
305,39.0,-19,-7.0,1028.0,SE,1.79,0,0
306,59.0,-19,-8.0,1028.0,cv,0.45,0,0
307,76.0,-20,-9.0,1028.0,cv,1.34,0,0
308,96.0,-19,-10.0,1027.0,SE,1.79,0,0
309,95.0,-19,-13.0,1027.0,cv,0.89,0,0
310,68.0,-18,-12.0,1027.0,cv,1.78,0,0
311,65.0,-18,-13.0,1027.0,NE,0.89,0,0
312,75.0,-18,-14.0,1026.0,NE,1.78,0,0
313,257.0,-20,-15.0,1025.0,NE,2.67,0,0
314,174.0,-20,-15.0,1025.0,NW,0.89,0,0
315,164.0,-20,-16.0,1025.0,NW,1.78,0,0
316,161.0,-20,-16.0,1024.0,NW,3.57,0,0
317,137.0,-21,-17.0,1024.0,NW,6.7,0,0
318,92.0,-19,-14.0,1023.0,NW,10.72,0,0
319,64.0,-21,-17.0,1023.0,NW,13.85,0,0
320,87.0,-19,-15.0,1024.0,NW,15.64,0,0
321,87.0,-19,-14.0,1024.0,NW,18.77,0,0
322,84.0,-18,-10.0,1024.0,NW,22.79,0,0
323,95.0,-17,-9.0,1023.0,NW,24.58,0,0
324,79.0,-16,-6.0,1023.0,NW,26.37,0,0
325,75.0,-17,-5.0,1022.0,NW,28.16,0,0
326,79.0,-16,-5.0,1022.0,NW,29.95,0,0
327,86.0,-15,-4.0,1022.0,NW,33.08,0,0
328,72.0,-16,-4.0,1023.0,cv,0.89,0,0
329,89.0,-15,-5.0,1025.0,SE,1.79,0,0
330,94.0,-14,-3.0,1026.0,NW,5.81,0,0
331,69.0,-16,-3.0,1027.0,NW,11.62,0,0
332,49.0,-15,-4.0,1029.0,NW,20.56,0,0
333,33.0,-16,-5.0,1031.0,NW,24.58,0,0
334,27.0,-17,-6.0,1032.0,NE,3.13,0,0
335,20.0,-18,-6.0,1033.0,NE,8.05,0,0
336,36.0,-19,-7.0,1034.0,NE,13.86,0,0
337,37.0,-17,-8.0,1035.0,NW,5.81,0,0
338,30.0,-18,-10.0,1035.0,NW,11.62,0,0
339,18.0,-19,-10.0,1036.0,NW,14.75,0,0
340,21.0,-19,-9.0,1036.0,NW,19.67,0,0
341,13.0,-19,-9.0,1036.0,NE,7.15,0,0
342,23.0,-20,-9.0,1037.0,NE,12.96,0,0
343,26.0,-19,-9.0,1037.0,NE,18.77,0,0
344,27.0,-19,-8.0,1038.0,NE,22.79,0,0
345,30.0,-19,-8.0,1039.0,NE,28.6,0,0
346,28.0,-19,-7.0,1039.0,NE,35.75,0,0
347,26.0,-18,-6.0,1039.0,NE,41.56,0,0
348,26.0,-18,-5.0,1039.0,NE,45.58,0,0
349,31.0,-17,-4.0,1038.0,NW,1.79,0,0
350,35.0,-16,-3.0,1037.0,cv,0.89,0,0
351,36.0,-17,-3.0,1037.0,cv,1.78,0,0
352,37.0,-17,-2.0,1037.0,cv,2.23,0,0
353,64.0,-15,-5.0,1036.0,SE,0.89,0,0
354,83.0,-15,-6.0,1036.0,cv,0.89,0,0
355,91.0,-15,-6.0,1037.0,cv,1.78,0,0
356,90.0,-14,-6.0,1037.0,SE,1.79,0,0
357,102.0,-14,-8.0,1036.0,SE,3.58,0,0
358,94.0,-14,-10.0,1037.0,cv,0.89,0,0
359,87.0,-15,-11.0,1036.0,cv,1.78,0,0
360,141.0,-15,-11.0,1036.0,cv,2.67,0,0
361,211.0,-16,-13.0,1036.0,NE,0.89,0,0
362,242.0,-16,-12.0,1036.0,cv,0.89,0,0
363,271.0,-16,-13.0,1035.0,NE,0.89,0,0
364,249.0,-15,-12.0,1035.0,NE,1.78,0,0
365,200.0,-14,-10.0,1034.0,NW,1.79,0,0
366,147.0,-15,-10.0,1034.0,NW,2.68,0,0
367,114.0,-15,-11.0,1034.0,NW,4.47,0,0
368,102.0,-15,-11.0,1034.0,NW,6.26,0,0
369,108.0,-14,-9.0,1034.0,NW,8.05,0,0
370,135.0,-14,-9.0,1034.0,NW,9.84,0,0
371,120.0,-13,-6.0,1034.0,cv,0.89,0,0
372,148.0,-13,-5.0,1033.0,NW,1.79,0,0
373,127.0,-12,-4.0,1031.0,cv,0.89,0,0
374,128.0,-12,-3.0,1031.0,cv,1.78,0,0
375,140.0,-12,-3.0,1030.0,cv,2.67,0,0
376,148.0,-11,-3.0,1030.0,cv,3.56,0,0
377,150.0,-11,-4.0,1031.0,NE,0.89,0,0
378,154.0,-12,-7.0,1031.0,cv,0.89,0,0
379,197.0,-12,-7.0,1032.0,cv,1.78,0,0
380,235.0,-12,-8.0,1032.0,cv,2.23,0,0
381,261.0,-12,-9.0,1032.0,cv,3.12,0,0
382,269.0,-13,-11.0,1032.0,NW,0.89,0,0
383,266.0,-14,-11.0,1032.0,NW,2.68,0,0
384,263.0,-15,-12.0,1032.0,NW,5.81,0,0
385,241.0,-14,-11.0,1032.0,cv,0.45,0,0
386,205.0,-14,-11.0,1031.0,cv,1.34,0,0
387,160.0,-14,-12.0,1031.0,NW,1.79,0,0
388,150.0,-14,-12.0,1031.0,NW,3.58,0,0
389,148.0,-14,-10.0,1030.0,NW,6.71,0,0
390,208.0,-14,-11.0,1030.0,NW,9.84,0,0
391,209.0,-15,-10.0,1030.0,NW,11.63,0,0
392,183.0,-13,-10.0,1030.0,NW,14.76,0,0
393,161.0,-13,-8.0,1030.0,NW,17.89,0,0
394,182.0,-12,-6.0,1030.0,cv,0.45,0,0
395,230.0,-11,-5.0,1030.0,cv,1.34,0,0
396,170.0,-11,-4.0,1029.0,cv,2.23,0,0
397,172.0,-11,-3.0,1028.0,cv,3.12,0,0
398,154.0,-10,-1.0,1027.0,cv,4.01,0,0
399,166.0,-11,-1.0,1027.0,cv,4.46,0,0
400,177.0,-10,-1.0,1026.0,SE,0.89,0,0
401,191.0,-10,-3.0,1026.0,SE,1.78,0,0
402,212.0,-10,-5.0,1027.0,SE,2.67,0,0
403,250.0,-10,-6.0,1027.0,NE,0.89,0,0
404,268.0,-11,-7.0,1027.0,cv,0.45,0,0
405,317.0,-10,-7.0,1027.0,cv,0.9,0,0
406,291.0,-11,-9.0,1027.0,cv,1.35,0,0
407,313.0,-12,-9.0,1027.0,NE,0.89,0,0
408,282.0,-12,-10.0,1028.0,cv,0.89,0,0
409,282.0,-13,-11.0,1028.0,NW,3.13,0,0
410,303.0,-11,-9.0,1028.0,NW,4.92,0,0
411,349.0,-13,-10.0,1028.0,NW,6.71,0,0
412,407.0,-13,-11.0,1028.0,NW,7.6,0,0
413,361.0,-13,-11.0,1027.0,NE,1.79,0,0
414,234.0,-14,-11.0,1028.0,NW,0.89,0,0
415,149.0,-14,-11.0,1028.0,NW,4.02,0,0
416,147.0,-14,-11.0,1028.0,NW,5.81,0,0
417,184.0,-11,-6.0,1028.0,NW,9.83,0,0
418,161.0,-10,-5.0,1028.0,NW,11.62,0,0
419,137.0,-9,-3.0,1028.0,NW,13.41,0,0
420,146.0,-8,-1.0,1027.0,NW,15.2,0,0
421,144.0,-9,0.0,1026.0,NW,16.99,0,0
422,154.0,-9,1.0,1025.0,NE,1.79,0,0
423,173.0,-9,1.0,1025.0,cv,0.89,0,0
424,188.0,-8,1.0,1025.0,SE,0.89,0,0
425,203.0,-7,-1.0,1025.0,SE,2.68,0,0
426,233.0,-7,-2.0,1025.0,cv,0.89,0,0
427,408.0,-7,-3.0,1025.0,SE,0.89,0,0
428,435.0,-5,-2.0,1026.0,cv,0.89,0,0
429,403.0,-5,-1.0,1026.0,NW,1.79,0,0
430,360.0,-5,-1.0,1026.0,NW,3.58,0,0
431,402.0,-6,-1.0,1026.0,cv,0.89,0,0
432,358.0,-4,-1.0,1025.0,NW,1.79,0,0
433,383.0,-5,-1.0,1024.0,NW,4.92,0,0
434,332.0,-5,-1.0,1024.0,NW,6.71,0,0
435,274.0,-5,-1.0,1023.0,NW,8.5,0,0
436,256.0,-4,-1.0,1022.0,NW,10.29,0,0
437,302.0,-4,-1.0,1021.0,NW,11.18,0,0
438,330.0,-4,-1.0,1021.0,NW,12.07,0,0
439,367.0,-4,-1.0,1021.0,NW,13.86,0,0
440,297.0,-4,0.0,1021.0,cv,0.89,0,0
441,331.0,-4,0.0,1021.0,NW,1.79,0,0
442,323.0,-4,0.0,1021.0,cv,0.89,0,0
443,339.0,-5,1.0,1021.0,NW,1.79,0,0
444,301.0,-5,1.0,1020.0,cv,0.89,0,0
445,310.0,-4,1.0,1019.0,cv,1.34,0,0
446,305.0,-4,1.0,1018.0,NE,0.89,0,0
447,313.0,-3,2.0,1018.0,cv,0.45,0,0
448,336.0,-3,2.0,1018.0,cv,1.34,0,0
449,357.0,-2,2.0,1018.0,NE,0.89,0,0
450,485.0,-3,1.0,1018.0,cv,0.89,0,0
451,426.0,-3,2.0,1020.0,NW,1.79,0,0
452,403.0,-3,1.0,1020.0,NW,4.92,0,0
453,374.0,-3,0.0,1021.0,NW,6.71,0,0
454,333.0,-3,0.0,1021.0,NW,8.5,0,0
455,343.0,-3,1.0,1020.0,NW,11.63,0,0
456,364.0,-2,0.0,1021.0,NW,14.76,0,0
457,389.0,-2,-1.0,1022.0,NW,16.55,0,0
458,368.0,-4,-2.0,1022.0,NW,19.68,0,0
459,267.0,-2,-1.0,1023.0,NW,25.49,0,0
460,71.0,-3,1.0,1023.0,NW,28.62,0,0
461,81.0,-3,0.0,1024.0,NW,31.75,0,0
462,51.0,-5,2.0,1026.0,NW,36.67,0,0
463,49.0,-9,1.0,1027.0,NW,41.59,0,0
464,44.0,-10,0.0,1028.0,NW,48.74,0,0
465,45.0,-10,0.0,1030.0,NW,55.89,0,0
466,35.0,-11,1.0,1032.0,NW,63.04,0,0
467,29.0,-13,0.0,1033.0,NW,71.09,0,0
468,27.0,-13,0.0,1033.0,NW,78.24,0,0
469,29.0,-13,-1.0,1033.0,NE,8.05,0,0
470,16.0,-13,-1.0,1032.0,NW,7.15,0,0
471,23.0,-15,-1.0,1032.0,NE,5.81,0,0
472,28.0,-14,-1.0,1033.0,NW,5.81,0,0
473,22.0,-15,-2.0,1033.0,NW,12.96,0,0
474,11.0,-16,-3.0,1034.0,NW,21.01,0,0
475,25.0,-17,-4.0,1035.0,NW,28.16,0,0
476,16.0,-19,-3.0,1036.0,NW,37.99,0,0
477,20.0,-18,-4.0,1037.0,NW,46.93,0,0
478,20.0,-19,-4.0,1038.0,NW,55.87,0,0
479,18.0,-19,-5.0,1038.0,NW,65.7,0,0
480,18.0,-20,-6.0,1038.0,NW,75.53,0,0
481,17.0,-20,-6.0,1038.0,NW,85.36,0,0
482,17.0,-20,-7.0,1038.0,NW,95.19,0,0
483,17.0,-22,-8.0,1038.0,NW,103.24,0,0
484,15.0,-23,-8.0,1038.0,NW,111.29,0,0
485,19.0,-24,-9.0,1038.0,NW,118.44,0,0
486,16.0,-24,-9.0,1038.0,NW,128.27,0,0
487,18.0,-25,-9.0,1038.0,NW,138.1,0,0
488,18.0,-25,-8.0,1039.0,NW,147.04,0,0
