,dew,temp,press,wnd_dir,wnd_spd,snow,rain,year,month,day,hour,pollution
4378,8.0,32.0,1016.6,360.0,6.0,0,10.0,2015,7,2,10,10.254285714285713
4379,7.0,30.0,1016.6,360.0,5.0,0,10.0,2015,7,2,11,7.322857142857145
4380,3.9,29.9,1002.1,20.0,2.0,0,6.0,2015,7,2,12,8.194285714285716
4381,11.0,23.0,1016.6,50.0,2.0,0,10.0,2015,7,2,13,9.054285714285717
4382,11.0,23.0,1016.6,20.0,3.0,0,10.0,2015,7,2,14,9.731428571428571
4383,8.8,23.1,1004.3,70.0,1.0,0,0.0,2015,7,2,15,8.114285714285714
4384,10.0,24.0,1016.6,90.0,2.0,0,10.0,2015,7,2,16,7.76764705882353
4385,12.0,21.0,1016.6,110.0,2.0,0,10.0,2015,7,2,17,6.8
4386,12.2,22.4,1006.5,90.0,2.0,0,6.0,2015,7,2,18,6.949999999999998
4387,14.0,18.0,1016.6,180.0,1.0,0,10.0,2015,7,2,19,6.832352941176472
4388,14.0,17.0,1016.6,160.0,1.0,0,10.0,2015,7,2,20,14.491176470588233
4389,11.6,18.0,1008.1,180.0,0.0,0,0.0,2015,7,2,21,12.105882352941176
4390,14.0,20.0,1016.6,180.0,1.0,0,10.0,2015,7,2,22,16.570588235294114
4391,12.0,23.0,1016.6,180.0,1.0,0,10.0,2015,7,2,23,20.71176470588236
4392,11.0,24.4,1009.7,70.0,2.0,0,6.0,2015,7,3,0,20.388235294117642
4393,10.0,26.0,1016.6,100.0,3.0,0,10.0,2015,7,3,1,20.288235294117648
4394,10.0,28.0,1016.6,180.0,1.0,0,10.0,2015,7,3,2,23.673529411764694
4395,10.5,27.3,1009.3,340.0,1.0,0,7.0,2015,7,3,3,19.405882352941177
4396,9.0,29.0,1016.6,180.0,2.0,0,10.0,2015,7,3,4,18.20588235294117
4397,10.0,30.0,1016.6,190.0,3.0,0,10.0,2015,7,3,5,20.08823529411765
4398,10.1,30.0,1007.4,160.0,2.0,0,6.0,2015,7,3,6,24.08181818181817
4399,10.0,30.0,1016.6,140.0,3.0,0,10.0,2015,7,3,7,25.67878787878788
4400,12.0,31.0,1016.6,190.0,4.0,0,10.0,2015,7,3,8,26.982352941176465
4401,9.7,30.9,1006.2,160.0,2.0,0,6.0,2015,7,3,9,23.39705882352941
4402,11.0,30.0,1016.6,180.0,4.0,0,10.0,2015,7,3,10,18.869696969696967
4403,11.0,29.0,1016.6,160.0,4.0,0,10.0,2015,7,3,11,19.279999999999994
4404,12.4,26.7,1007.4,180.0,3.0,0,6.0,2015,7,3,12,19.397142857142857
4405,14.0,26.0,1016.6,150.0,5.0,0,10.0,2015,7,3,13,21.697142857142865
4406,12.0,24.0,1016.6,150.0,3.0,0,10.0,2015,7,3,14,27.05142857142857
4407,10.6,22.8,1009.6,200.0,2.0,0,0.0,2015,7,3,15,28.31142857142857
4408,11.0,22.0,1016.6,160.0,2.0,0,10.0,2015,7,3,16,29.83823529411764
4409,12.0,21.0,1016.6,130.0,1.0,0,10.0,2015,7,3,17,25.473529411764698
4410,10.7,20.9,1010.1,180.0,1.0,0,0.0,2015,7,3,18,26.094285714285718
4411,14.0,20.0,1016.6,90.0,1.0,0,10.0,2015,7,3,19,24.55428571428572
4412,14.0,20.0,1016.6,110.0,3.0,0,10.0,2015,7,3,20,25.71142857142857
4413,11.8,20.1,1011.0,20.0,2.0,0,0.0,2015,7,3,21,29.874285714285712
4414,15.0,20.0,1016.6,110.0,2.0,0,0.0,2015,7,3,22,31.280000000000005
4415,15.0,22.0,1016.6,120.0,2.0,0,10.0,2015,7,3,23,27.13142857142857
4416,12.1,23.4,1009.9,140.0,1.0,0,6.0,2015,7,4,0,22.362857142857145
4417,15.0,23.0,1016.6,180.0,1.0,0,10.0,2015,7,4,1,20.085714285714282
4418,15.0,23.0,1016.6,120.0,2.0,0,10.0,2015,7,4,2,20.322857142857146
4419,8.7,25.2,1009.3,200.0,3.0,0,7.0,2015,7,4,3,20.302857142857142
4420,13.0,26.0,1016.6,150.0,3.0,0,10.0,2015,7,4,4,20.257142857142856
4421,12.0,27.0,1016.6,180.0,2.0,0,10.0,2015,7,4,5,22.90000000000001
4422,11.6,25.7,1008.9,110.0,2.0,0,6.0,2015,7,4,6,24.88000000000001
4423,10.0,27.0,1016.6,150.0,3.0,0,10.0,2015,7,4,7,28.44857142857143
4424,12.0,26.0,1016.6,180.0,1.0,0,0.0,2015,7,4,8,30.899999999999995
4425,17.2,21.6,1008.6,110.0,1.0,0,81.0,2015,7,4,9,29.70882352941177
4426,14.0,24.0,1016.6,230.0,4.0,0,10.0,2015,7,4,10,28.358823529411758
4427,14.0,24.0,1016.6,250.0,2.0,0,0.0,2015,7,4,11,28.08857142857143
4428,16.5,21.0,1009.1,270.0,1.0,0,6.0,2015,7,4,12,25.58
4429,15.0,22.0,1016.6,90.0,1.0,0,10.0,2015,7,4,13,26.467647058823534
4430,16.0,20.0,1016.6,80.0,1.0,0,10.0,2015,7,4,14,27.479411764705887
4431,17.4,19.3,1010.1,70.0,1.0,0,0.0,2015,7,4,15,28.35588235294118
4432,16.0,19.0,1016.6,80.0,1.0,0,10.0,2015,7,4,16,31.026470588235302
4433,16.0,18.0,1016.6,180.0,0.0,0,10.0,2015,7,4,17,37.882352941176464
4434,16.7,18.7,1010.4,40.0,1.0,0,6.0,2015,7,4,18,39.135294117647064
4435,15.0,17.0,1016.6,20.0,1.0,0,10.0,2015,7,4,19,42.20588235294118
4436,15.0,17.0,1016.6,40.0,2.0,0,10.0,2015,7,4,20,43.12647058823529
4437,16.2,17.9,1010.3,40.0,1.0,0,24.0,2015,7,4,21,46.05
4438,15.0,18.0,1016.6,30.0,1.0,0,10.0,2015,7,4,22,50.20882352941178
4439,16.0,20.0,1016.6,10.0,1.0,0,10.0,2015,7,4,23,51.620588235294115
4440,15.9,21.1,1010.8,20.0,2.0,0,24.0,2015,7,5,0,52.441176470588225
4441,15.0,24.0,1016.6,50.0,3.0,0,10.0,2015,7,5,1,51.255882352941185
4442,15.0,26.0,1016.6,180.0,2.0,0,10.0,2015,7,5,2,49.279411764705884
4443,12.6,26.1,1010.4,90.0,3.0,0,7.0,2015,7,5,3,50.97941176470589
4444,13.0,28.0,1016.6,120.0,2.0,0,10.0,2015,7,5,4,53.332352941176474
4445,12.0,29.0,1016.6,180.0,3.0,0,10.0,2015,7,5,5,55.25882352941177
4446,13.2,28.5,1008.9,90.0,2.0,0,7.0,2015,7,5,6,56.17941176470589
4447,14.0,30.0,1016.6,180.0,2.0,0,10.0,2015,7,5,7,59.158823529411755
4448,14.0,31.0,1016.6,170.0,3.0,0,10.0,2015,7,5,8,64.91764705882353
4449,14.0,29.4,1007.5,200.0,1.0,0,7.0,2015,7,5,9,73.04411764705881
4450,14.0,30.0,1016.6,170.0,3.0,0,10.0,2015,7,5,10,75.23823529411763
4451,15.0,28.0,1016.6,160.0,3.0,0,10.0,2015,7,5,11,66.32058823529414
4452,16.6,26.7,1008.7,140.0,2.0,0,7.0,2015,7,5,12,58.835294117647045
4453,17.0,25.0,1016.6,160.0,3.0,0,10.0,2015,7,5,13,56.8029411764706
4454,17.0,25.0,1016.6,150.0,3.0,0,10.0,2015,7,5,14,58.702941176470574
4455,17.1,24.1,1010.7,200.0,1.0,0,0.0,2015,7,5,15,58.81470588235293
4456,17.0,23.0,1016.6,150.0,2.0,0,10.0,2015,7,5,16,59.32058823529411
4457,17.0,22.0,1016.6,180.0,1.0,0,10.0,2015,7,5,17,56.86176470588235
4458,17.2,21.4,1010.6,70.0,1.0,0,1.0,2015,7,5,18,57.81176470588235
4459,18.0,20.0,1016.6,180.0,0.0,0,0.0,2015,7,5,19,61.65588235294118
4460,18.0,19.0,1016.6,180.0,0.0,0,0.0,2015,7,5,20,63.04117647058825
4461,18.0,20.4,1011.1,70.0,1.0,0,0.0,2015,7,5,21,60.83529411764707
4462,18.0,20.0,1016.6,180.0,1.0,0,0.0,2015,7,5,22,60.31176470588236
4463,18.0,22.0,1016.6,120.0,3.0,0,0.0,2015,7,5,23,59.09411764705881
4464,16.0,23.7,1011.5,70.0,2.0,0,6.0,2015,7,6,0,59.02647058823529
4465,17.0,26.0,1016.6,180.0,1.0,0,0.0,2015,7,6,1,64.30588235294117
4466,16.0,27.0,1016.6,130.0,2.0,0,10.0,2015,7,6,2,66.55882352941177
4467,14.7,27.3,1011.3,140.0,3.0,0,7.0,2015,7,6,3,70.48235294117647
4468,14.0,29.0,1016.6,130.0,3.0,0,10.0,2015,7,6,4,71.09705882352944
4469,14.0,31.0,1016.6,130.0,2.0,0,10.0,2015,7,6,5,75.89117647058822
4470,13.7,29.9,1009.5,200.0,4.0,0,6.0,2015,7,6,6,78.99411764705879
4471,15.0,31.0,1016.6,110.0,3.0,0,10.0,2015,7,6,7,86.48235294117646
4472,14.0,31.0,1016.6,170.0,2.0,0,10.0,2015,7,6,8,92.33529411764704
4473,14.6,30.5,1007.9,250.0,2.0,0,6.0,2015,7,6,9,85.41176470588233
4474,15.0,30.0,1016.6,130.0,3.0,0,10.0,2015,7,6,10,79.66666666666667
4475,15.0,29.0,1016.6,150.0,3.0,0,10.0,2015,7,6,11,70.54545454545455
4476,14.7,28.0,1008.6,140.0,2.0,0,6.0,2015,7,6,12,62.9
4477,16.0,27.0,1016.6,150.0,3.0,0,10.0,2015,7,6,13,58.26666666666666
4478,17.0,26.0,1016.6,150.0,3.0,0,10.0,2015,7,6,14,55.16666666666666
4479,17.1,25.2,1010.0,180.0,2.0,0,0.0,2015,7,6,15,53.73333333333333
4480,18.0,24.0,1016.6,120.0,2.0,0,10.0,2015,7,6,16,53.25
4481,18.0,23.0,1016.6,100.0,2.0,0,0.0,2015,7,6,17,52.9375
4482,16.6,23.2,1009.8,200.0,1.0,0,6.0,2015,7,6,18,51.0
4483,17.0,22.0,1016.6,100.0,3.0,0,0.0,2015,7,6,19,52.15151515151515
4484,17.0,21.0,1016.6,110.0,2.0,0,0.0,2015,7,6,20,51.87878787878788
4485,16.6,20.8,1010.0,70.0,2.0,0,0.0,2015,7,6,21,49.45454545454545
4486,18.0,20.0,1016.6,30.0,1.0,0,0.0,2015,7,6,22,52.18181818181818
4487,18.0,23.0,1016.6,180.0,0.0,0,0.0,2015,7,6,23,62.235294117647065
4488,17.0,24.4,1010.5,40.0,1.0,0,6.0,2015,7,7,0,65.26470588235293
4489,17.0,26.0,1016.6,180.0,1.0,0,0.0,2015,7,7,1,62.441176470588225
4490,17.0,27.0,1016.6,150.0,2.0,0,0.0,2015,7,7,2,57.029411764705884
4491,15.1,28.9,1009.4,180.0,3.0,0,7.0,2015,7,7,3,58.264705882352935
4492,16.0,30.0,1016.6,200.0,3.0,0,10.0,2015,7,7,4,61.0
4493,16.0,31.0,1016.6,180.0,2.0,61,10.0,2015,7,7,5,67.44117647058823
4494,15.9,31.4,1007.5,220.0,4.0,0,6.0,2015,7,7,6,72.08823529411767
4495,17.0,33.0,1016.6,150.0,3.0,0,10.0,2015,7,7,7,78.3529411764706
4496,16.0,33.0,1016.6,180.0,4.0,0,10.0,2015,7,7,8,80.17647058823529
4497,15.2,32.1,1006.5,160.0,3.0,0,7.0,2015,7,7,9,79.02941176470588
4498,16.0,31.0,1016.6,150.0,4.0,0,10.0,2015,7,7,10,73.82352941176471
4499,15.0,31.0,1016.6,140.0,3.0,0,10.0,2015,7,7,11,72.78125
4500,15.5,29.7,1007.2,160.0,4.0,0,6.0,2015,7,7,12,63.67647058823529
4501,15.0,28.0,1016.6,140.0,4.0,0,10.0,2015,7,7,13,60.32352941176471
4502,17.0,27.0,1016.6,140.0,3.0,0,10.0,2015,7,7,14,59.79411764705882
4503,16.3,26.4,1009.1,180.0,2.0,0,0.0,2015,7,7,15,58.08823529411765
4504,17.0,25.0,1016.6,120.0,2.0,0,10.0,2015,7,7,16,56.68571428571428
4505,18.0,23.0,1016.6,70.0,1.0,0,0.0,2015,7,7,17,55.771428571428565
4506,18.3,23.9,1009.3,200.0,1.0,0,6.0,2015,7,7,18,54.85714285714285
4507,19.0,23.0,1016.6,110.0,2.0,0,0.0,2015,7,7,19,55.11428571428571
4508,19.0,22.0,1016.6,110.0,2.0,0,0.0,2015,7,7,20,57.05714285714286
4509,19.1,22.1,1010.2,90.0,2.0,0,0.0,2015,7,7,21,60.371428571428574
4510,20.0,22.0,1016.6,150.0,2.0,0,0.0,2015,7,7,22,61.371428571428574
4511,20.0,23.0,1016.6,140.0,2.0,4,0.0,2015,7,7,23,65.94117647058823
4512,19.7,24.5,1011.2,200.0,2.0,0,6.0,2015,7,8,0,73.79411764705883
4513,21.0,26.0,1016.6,120.0,2.0,0,0.0,2015,7,8,1,83.76470588235293
4514,21.0,28.0,1016.6,100.0,2.0,0,0.0,2015,7,8,2,92.97142857142859
4515,19.5,29.2,1010.7,160.0,3.0,0,1.0,2015,7,8,3,100.05714285714286
4516,20.0,30.0,1016.6,130.0,3.0,0,0.0,2015,7,8,4,112.23529411764706
4517,20.0,32.0,1016.6,180.0,2.0,0,0.0,2015,7,8,5,121.91428571428571
4518,18.3,32.4,1009.0,250.0,3.0,0,6.0,2015,7,8,6,131.73529411764707
4519,20.0,34.0,1016.6,180.0,4.0,0,0.0,2015,7,8,7,139.38235294117646
4520,19.0,33.0,1016.6,150.0,4.0,0,0.0,2015,7,8,8,154.4
4521,17.9,32.9,1008.3,160.0,3.0,0,1.0,2015,7,8,9,160.05882352941177
4522,18.0,32.0,1016.6,140.0,4.0,0,0.0,2015,7,8,10,161.38235294117646
4523,18.0,32.0,1016.6,150.0,4.0,0,0.0,2015,7,8,11,159.67647058823533
4524,16.3,29.9,1009.7,110.0,3.0,0,6.0,2015,7,8,12,150.2058823529412
4525,17.0,29.0,1016.6,140.0,4.0,0,10.0,2015,7,8,13,136.29411764705878
4526,17.0,28.0,1016.6,150.0,3.0,0,10.0,2015,7,8,14,122.91176470588236
4527,16.4,26.5,1011.4,110.0,2.0,0,0.0,2015,7,8,15,116.63636363636364
4528,17.0,23.0,1016.6,10.0,2.0,0,10.0,2015,7,8,16,111.12121212121212
4529,17.0,24.0,1016.6,80.0,1.0,0,10.0,2015,7,8,17,105.84848484848484
4530,17.4,24.0,1012.1,70.0,2.0,0,6.0,2015,7,8,18,101.3030303030303
4531,17.0,24.0,1016.6,100.0,2.0,0,0.0,2015,7,8,19,93.87878787878788
4532,17.0,23.0,1016.6,100.0,2.0,0,0.0,2015,7,8,20,87.96969696969695
4533,17.3,23.1,1012.7,90.0,1.0,0,0.0,2015,7,8,21,76.91176470588233
4534,18.0,23.0,1016.6,180.0,1.0,0,0.0,2015,7,8,22,68.0
4535,18.0,24.0,1016.6,180.0,1.0,0,0.0,2015,7,8,23,63.79411764705882
4536,17.9,25.2,1014.1,90.0,2.0,0,6.0,2015,7,9,0,64.11764705882354
4537,17.0,28.0,1016.6,180.0,1.0,0,0.0,2015,7,9,1,65.14705882352939
4538,17.0,29.0,1016.6,180.0,1.0,0,10.0,2015,7,9,2,69.47058823529412
4539,15.8,29.7,1013.3,40.0,2.0,0,7.0,2015,7,9,3,75.70588235294117
4540,17.0,32.0,1016.6,180.0,3.0,0,10.0,2015,7,9,4,80.76470588235293
4541,17.0,32.0,1016.6,150.0,4.0,0,10.0,2015,7,9,5,82.47058823529412
4542,16.0,32.5,1011.5,180.0,3.0,0,6.0,2015,7,9,6,85.41176470588233
4543,17.0,33.0,1016.6,190.0,4.0,0,10.0,2015,7,9,7,88.3235294117647
4544,18.0,33.0,1016.6,160.0,4.0,0,10.0,2015,7,9,8,90.58823529411764
4545,15.4,32.9,1010.0,110.0,4.0,0,7.0,2015,7,9,9,94.53125
4546,15.0,32.0,1016.6,150.0,5.0,0,10.0,2015,7,9,10,93.27272727272728
4547,14.0,31.0,1016.6,150.0,3.0,0,10.0,2015,7,9,11,88.03030303030305
4548,12.4,30.0,1011.2,160.0,3.0,0,6.0,2015,7,9,12,81.96969696969697
4549,14.0,29.0,1016.6,150.0,4.0,0,10.0,2015,7,9,13,75.85714285714286
4550,13.0,27.0,1016.6,130.0,2.0,0,10.0,2015,7,9,14,75.48484848484848
4551,12.7,26.3,1012.0,220.0,3.0,0,0.0,2015,7,9,15,71.84375
4552,15.0,25.0,1016.6,120.0,2.0,0,10.0,2015,7,9,16,70.125
4553,15.0,24.0,1016.6,180.0,1.0,0,10.0,2015,7,9,17,68.91176470588235
4554,15.0,24.9,1011.8,200.0,1.0,0,0.0,2015,7,9,18,62.764705882352935
4555,17.0,24.0,1016.6,110.0,2.0,0,10.0,2015,7,9,19,54.42424242424242
4556,18.0,23.0,1016.6,110.0,3.0,0,10.0,2015,7,9,20,46.78787878787879
4557,18.9,22.9,1012.1,70.0,1.0,0,0.0,2015,7,9,21,39.54545454545455
4558,20.0,23.0,1016.6,90.0,2.0,0,0.0,2015,7,9,22,32.882352941176464
4559,20.0,24.0,1016.6,120.0,3.0,0,0.0,2015,7,9,23,33.794117647058826
4560,19.6,24.7,1012.7,90.0,3.0,0,6.0,2015,7,10,0,30.5
4561,19.0,27.0,1016.6,120.0,3.0,0,10.0,2015,7,10,1,28.14705882352941
4562,19.0,28.0,1016.6,140.0,3.0,0,10.0,2015,7,10,2,27.64705882352941
4563,18.0,29.5,1011.8,180.0,3.0,0,7.0,2015,7,10,3,30.85294117647059
4564,17.0,31.0,1016.6,140.0,3.0,0,10.0,2015,7,10,4,30.588235294117645
4565,18.0,32.0,1016.6,120.0,3.0,0,10.0,2015,7,10,5,36.79411764705883
4566,17.8,32.2,1009.5,200.0,2.0,0,6.0,2015,7,10,6,44.24242424242424
4567,17.0,33.0,1016.6,180.0,5.0,0,10.0,2015,7,10,7,48.852941176470594
4568,18.0,33.0,1016.6,180.0,5.0,0,10.0,2015,7,10,8,52.5
4569,17.2,33.0,1007.3,180.0,3.0,0,7.0,2015,7,10,9,52.558823529411775
4570,18.0,32.0,1016.6,130.0,4.0,0,10.0,2015,7,10,10,50.558823529411775
4571,18.0,31.0,1016.6,140.0,4.0,0,10.0,2015,7,10,11,50.029411764705884
4572,19.0,29.9,1007.5,110.0,3.0,0,6.0,2015,7,10,12,46.11764705882353
4573,19.0,29.0,1016.6,140.0,4.0,0,10.0,2015,7,10,13,45.457142857142856
4574,19.0,28.0,1016.6,130.0,3.0,0,10.0,2015,7,10,14,46.70588235294117
4575,19.3,27.2,1008.7,90.0,2.0,0,0.0,2015,7,10,15,48.485714285714295
4576,19.0,26.0,1016.6,30.0,2.0,0,10.0,2015,7,10,16,52.828571428571436
4577,19.0,26.0,1016.6,70.0,2.0,0,10.0,2015,7,10,17,56.42857142857143
4578,19.3,25.2,1008.5,70.0,2.0,0,1.0,2015,7,10,18,57.0
4579,19.0,24.0,1016.6,90.0,1.0,0,10.0,2015,7,10,19,56.264705882352935
4580,20.0,23.0,1016.6,100.0,1.0,0,0.0,2015,7,10,20,62.97142857142857
4581,20.2,23.9,1008.6,70.0,2.0,0,0.0,2015,7,10,21,65.71428571428571
4582,20.0,23.0,1016.6,180.0,1.0,0,0.0,2015,7,10,22,69.68571428571428
4583,20.0,26.0,1016.6,180.0,1.0,0,0.0,2015,7,10,23,68.14705882352939
4584,21.2,25.7,1009.5,90.0,1.0,0,7.0,2015,7,11,0,65.79411764705883
4585,21.0,28.0,1016.6,180.0,1.0,0,0.0,2015,7,11,1,67.67647058823529
4586,21.0,29.0,1016.6,180.0,1.0,0,0.0,2015,7,11,2,70.02941176470588
4587,20.6,30.7,1008.5,90.0,2.0,0,1.0,2015,7,11,3,74.38235294117645
4588,21.0,32.0,1016.6,180.0,2.0,0,0.0,2015,7,11,4,78.3529411764706
4589,20.0,33.0,1016.6,180.0,2.0,0,0.0,2015,7,11,5,84.97058823529412
4590,18.6,33.7,1005.8,160.0,3.0,0,6.0,2015,7,11,6,93.41176470588236
4591,19.0,35.0,1016.6,160.0,4.0,0,0.0,2015,7,11,7,101.94117647058823
4592,18.0,35.0,1016.6,160.0,4.0,0,0.0,2015,7,11,8,109.05882352941177
4593,17.9,33.8,1003.9,180.0,3.0,0,1.0,2015,7,11,9,115.32352941176471
4594,17.0,34.0,1016.6,180.0,4.0,0,10.0,2015,7,11,10,123.32352941176471
4595,18.0,33.0,1016.6,170.0,3.0,0,10.0,2015,7,11,11,127.58823529411764
4596,16.6,31.4,1004.3,200.0,1.0,0,7.0,2015,7,11,12,131.5
4597,19.0,28.0,1016.6,90.0,2.0,0,10.0,2015,7,11,13,126.14705882352942
4598,20.0,29.0,1016.6,130.0,2.0,0,0.0,2015,7,11,14,118.08823529411764
4599,19.3,29.0,1004.5,200.0,3.0,0,0.0,2015,7,11,15,114.52941176470587
4600,21.0,27.0,1016.6,150.0,2.0,0,0.0,2015,7,11,16,111.08823529411764
4601,21.0,26.0,1016.6,180.0,1.0,0,0.0,2015,7,11,17,105.88235294117645
4602,20.4,26.6,1003.7,200.0,1.0,0,1.0,2015,7,11,18,99.58823529411764
4603,21.0,25.0,1016.6,180.0,1.0,0,0.0,2015,7,11,19,89.68571428571428
4604,21.0,24.0,1016.6,80.0,1.0,0,0.0,2015,7,11,20,83.67647058823529
4605,20.3,24.4,1002.6,160.0,1.0,0,0.0,2015,7,11,21,80.1470588235294
4606,21.0,24.0,1016.6,180.0,1.0,0,0.0,2015,7,11,22,80.82352941176471
4607,21.0,27.0,1016.6,360.0,2.0,2,0.0,2015,7,11,23,84.6470588235294
4608,20.8,28.2,1001.9,360.0,1.0,0,6.0,2015,7,12,0,92.68571428571428
4609,21.0,30.0,1016.6,350.0,3.0,0,0.0,2015,7,12,1,98.02857142857141
4610,21.0,32.0,1016.6,360.0,2.0,0,0.0,2015,7,12,2,106.2
4611,19.9,32.7,1000.2,110.0,2.0,0,1.0,2015,7,12,3,114.0
4612,20.0,34.0,1016.6,180.0,1.0,0,0.0,2015,7,12,4,119.67647058823529
4613,20.0,37.0,1016.6,180.0,2.0,0,0.0,2015,7,12,5,125.29411764705885
4614,18.2,36.5,996.7,270.0,2.0,0,6.0,2015,7,12,6,129.72727272727272
4615,17.0,39.0,1016.6,180.0,3.0,85,9.0,2015,7,12,7,138.72727272727272
4616,16.0,39.0,1016.6,140.0,3.0,0,9.0,2015,7,12,8,150.03030303030303
4617,16.5,35.8,996.1,40.0,7.0,0,1.0,2015,7,12,9,154.84848484848484
4618,19.0,31.0,1016.6,50.0,3.0,0,9.0,2015,7,12,10,147.2941176470588
4619,20.0,30.0,1016.6,360.0,2.0,0,9.0,2015,7,12,11,132.41176470588235
4620,19.0,31.2,996.6,270.0,3.0,0,6.0,2015,7,12,12,128.02941176470586
4621,21.0,28.0,1016.6,180.0,1.0,0,9.0,2015,7,12,13,122.17647058823529
4622,21.0,27.0,1016.6,180.0,1.0,0,9.0,2015,7,12,14,110.24242424242424
4623,20.2,28.7,996.6,70.0,2.0,0,0.0,2015,7,12,15,97.5
4624,22.0,25.0,1016.6,50.0,1.0,0,0.0,2015,7,12,16,86.26470588235294
4625,22.0,25.0,1016.6,180.0,0.0,0,0.0,2015,7,12,17,78.72727272727273
4626,20.2,27.0,996.4,40.0,1.0,0,6.0,2015,7,12,18,71.15151515151516
4627,20.0,25.0,1016.6,340.0,3.0,0,9.0,2015,7,12,19,69.125
4628,19.0,24.0,1016.6,360.0,2.0,0,9.0,2015,7,12,20,63.46875
4629,19.4,26.5,997.1,40.0,1.0,0,0.0,2015,7,12,21,64.3225806451613
4630,19.0,26.0,1016.6,360.0,3.0,0,9.0,2015,7,12,22,68.3125
4631,18.0,28.0,1016.6,20.0,2.0,0,9.0,2015,7,12,23,83.9090909090909
4632,18.6,31.2,998.7,70.0,1.0,0,6.0,2015,7,13,0,71.8125
4633,17.0,33.0,1016.6,30.0,3.0,0,9.0,2015,7,13,1,72.90625
4634,15.0,36.0,1016.6,50.0,2.0,0,9.0,2015,7,13,2,71.1875
4635,14.8,35.6,998.7,90.0,1.0,0,3.0,2015,7,13,3,68.0625
4636,12.0,38.0,1016.6,180.0,2.0,0,9.0,2015,7,13,4,64.1875
4637,12.0,38.0,1016.6,200.0,3.0,0,9.0,2015,7,13,5,59.93939393939394
4638,15.2,37.2,996.8,110.0,3.0,0,6.0,2015,7,13,6,61.90909090909091
4639,13.0,39.0,1016.6,200.0,3.0,0,9.0,2015,7,13,7,65.63636363636364
4640,13.0,40.0,1016.6,180.0,3.0,0,9.0,2015,7,13,8,58.75757575757576
4641,12.1,38.3,996.0,200.0,4.0,0,6.0,2015,7,13,9,53.483870967741936
4642,14.0,38.0,1016.6,220.0,6.0,0,9.0,2015,7,13,10,41.34375
4643,13.0,37.0,1016.6,210.0,4.0,0,9.0,2015,7,13,11,34.03225806451613
4644,15.6,34.7,997.3,220.0,2.0,0,6.0,2015,7,13,12,28.032258064516128
4645,15.0,35.0,1016.6,190.0,3.0,0,9.0,2015,7,13,13,27.35483870967742
4646,18.0,30.0,1016.6,180.0,1.0,0,9.0,2015,7,13,14,27.193548387096772
4647,16.8,32.1,999.5,180.0,2.0,0,0.0,2015,7,13,15,32.06060606060606
4648,17.0,30.0,1016.6,100.0,3.0,0,10.0,2015,7,13,16,35.647058823529406
4649,18.0,30.0,1016.6,90.0,2.0,0,2.0,2015,7,13,17,38.28125
4650,18.5,26.0,1002.0,360.0,3.0,0,6.0,2015,7,13,18,37.09375
4651,21.0,24.0,1016.6,360.0,5.0,0,4.0,2015,7,13,19,39.51515151515152
4652,20.0,24.0,1016.6,180.0,2.0,0,4.0,2015,7,13,20,44.852941176470594
4653,18.8,24.6,1003.1,70.0,1.0,0,24.0,2015,7,13,21,52.264705882352935
4654,20.0,24.0,1016.6,350.0,2.0,0,10.0,2015,7,13,22,57.264705882352935
4655,19.0,26.0,1016.6,360.0,3.0,0,10.0,2015,7,13,23,62.82352941176471
4656,17.4,28.2,1004.0,40.0,3.0,0,12.0,2015,7,14,0,65.85294117647061
4657,18.0,30.0,1016.6,20.0,5.0,0,10.0,2015,7,14,1,62.264705882352935
4658,18.0,33.0,1016.6,360.0,3.0,0,10.0,2015,7,14,2,50.352941176470594
4659,15.7,33.2,1003.7,110.0,2.0,0,7.0,2015,7,14,3,32.294117647058826
4660,17.0,34.0,1016.6,60.0,2.0,0,10.0,2015,7,14,4,26.424242424242426
4661,16.0,36.0,1016.6,170.0,4.0,0,10.0,2015,7,14,5,25.970588235294123
4662,15.2,34.2,1002.1,180.0,2.0,0,7.0,2015,7,14,6,27.382352941176467
4663,14.0,36.0,1016.6,180.0,6.0,0,10.0,2015,7,14,7,28.088235294117645
4664,16.0,35.0,1016.6,180.0,6.0,0,10.0,2015,7,14,8,28.382352941176467
4665,16.7,33.4,1002.1,180.0,2.0,0,7.0,2015,7,14,9,30.21212121212121
4666,16.0,33.0,1016.6,180.0,6.0,14,10.0,2015,7,14,10,27.735294117647058
4667,14.0,32.0,1016.6,280.0,3.0,0,10.0,2015,7,14,11,27.516129032258068
4668,14.7,30.6,1002.7,90.0,2.0,0,6.0,2015,7,14,12,28.064516129032263
4669,15.0,30.0,1016.6,290.0,6.0,0,10.0,2015,7,14,13,33.61290322580645
4670,14.0,30.0,1016.6,310.0,4.0,0,10.0,2015,7,14,14,36.70967741935485
4671,13.4,29.2,1004.8,320.0,1.0,0,0.0,2015,7,14,15,40.78787878787879
4672,15.0,27.0,1016.6,350.0,3.0,0,10.0,2015,7,14,16,45.32352941176471
4673,14.0,28.0,1016.6,320.0,3.0,0,10.0,2015,7,14,17,50.4
4674,14.1,27.4,1004.2,360.0,1.0,0,6.0,2015,7,14,18,51.05714285714286
4675,15.0,25.0,1016.6,360.0,3.0,0,10.0,2015,7,14,19,39.142857142857146
4676,15.0,25.0,1016.6,180.0,1.0,0,10.0,2015,7,14,20,34.885714285714286
